date,fear_greed_index,momentum,strength,breadth,put_call,volatility,junk_bond,safe_haven
2023-03-22,52.99,47.87,34.13,23.68,68.94,71.88,46.81,77.6
2023-03-23,53.64,48.63,35.25,27.62,67.45,70.52,46.81,79.2
2023-03-24,55.88,50.11,37.36,35.41,70.61,73.89,39.36,84.41
2023-03-27,58.1,50.4,37.98,47.63,74.71,78.32,39.36,78.28
2023-03-28,58.11,49.74,37.38,51.02,76.81,80.76,34.04,77.04
2023-03-29,61.37,53.73,42.75,50.13,79.74,84.06,37.23,81.98
2023-03-30,62.2,55.18,46.21,45.81,79.84,84.45,39.36,84.58
2023-03-31,64.38,59.16,52.93,52.92,80.75,85.69,36.17,83.04
2023-04-03,65.39,60.01,54.44,51.51,81.01,86.27,38.3,86.22
2023-04-04,65.9,58.06,52.06,42.91,78.96,84.52,54.26,90.51
2023-04-05,65.37,57.12,54.15,39.89,78.38,84.21,52.13,91.7
2023-04-06,67.32,57.97,57.19,41.87,80.81,86.85,53.19,93.33
2023-04-10,67.02,57.99,57.64,53.62,78.25,84.64,53.19,83.8
2023-04-11,67.17,57.67,58.37,62.61,77.4,84.13,53.19,76.84
2023-04-12,66.67,56.12,58.17,60.62,77.08,84.17,51.69,78.88
2023-04-13,68.54,59.74,64.3,61.29,81.85,89.18,48.19,75.22
2023-04-14,67.79,58.83,63.33,56.4,84.38,92.01,46.34,73.26
2023-04-17,68.16,59.48,64.88,65.63,84.5,92.47,45.12,65.07
2023-04-18,67.0,59.45,65.28,61.51,84.61,92.94,36.99,68.21
2023-04-19,67.77,59.16,65.24,64.16,85.76,94.38,35.62,70.08
2023-04-20,68.01,57.09,62.64,75.55,82.48,91.62,36.99,69.69
2023-04-21,68.12,57.08,68.14,75.8,83.78,93.17,34.29,64.59
2023-04-24,68.72,57.1,76.91,73.49,82.94,92.71,32.86,65.03
2023-04-25,64.75,52.19,67.92,65.56,74.79,85.45,34.29,73.08
2023-04-26,62.77,50.94,65.78,61.93,74.13,85.14,28.79,72.71
2023-04-27,66.19,56.51,76.67,56.33,81.46,92.16,30.3,69.85
2023-04-28,69.65,58.77,81.36,61.12,86.47,97.01,30.3,72.55
2023-05-01,68.95,58.49,81.14,63.83,84.9,95.85,34.85,63.6
2023-05-02,63.82,54.84,74.51,56.16,77.4,89.26,30.3,64.25
2023-05-03,64.14,52.62,70.55,70.38,74.77,87.08,31.82,61.75
2023-05-04,60.54,50.3,66.49,66.65,67.06,80.29,31.82,61.15
2023-05-05,66.37,55.48,76.8,73.54,79.31,91.37,28.79,59.27
2023-05-08,66.47,55.4,77.05,70.33,79.98,92.2,28.79,61.51
2023-05-09,65.38,53.84,74.45,73.0,76.61,89.32,28.79,61.66
2023-05-10,67.03,54.99,76.99,74.52,79.75,92.36,25.0,65.57
2023-05-11,65.7,54.26,76.02,67.83,79.55,92.4,23.44,66.43
2023-05-12,64.98,53.69,75.13,68.25,78.85,92.01,20.31,66.6
2023-05-15,66.96,54.48,76.8,78.25,78.27,91.65,21.88,67.42
2023-05-16,63.85,52.49,73.18,69.6,74.3,88.21,25.0,64.18
2023-05-17,68.17,55.91,79.89,80.57,79.03,92.64,23.44,65.7
2023-05-18,68.79,58.59,85.28,75.94,82.42,95.88,20.31,63.07
2023-05-19,66.75,58.01,84.45,70.73,78.84,92.88,20.31,62.05
2023-05-22,67.33,57.92,84.54,83.27,76.85,91.29,18.75,58.7
2023-05-23,64.8,54.42,78.08,88.74,70.81,86.07,20.31,55.14
2023-05-24,60.99,52.18,73.91,81.96,64.03,80.13,19.35,55.38
2023-05-25,60.23,54.69,78.86,64.44,67.94,83.66,17.74,54.27
2023-05-26,62.45,58.47,86.3,62.83,73.19,88.37,16.13,51.84
2023-05-30,64.28,58.33,86.31,60.75,75.29,90.3,17.74,61.2
2023-05-31,62.0,56.36,82.78,58.37,73.0,88.41,16.13,58.93
2023-06-01,66.83,59.23,88.44,60.88,83.12,97.47,17.74,60.91
2023-06-02,72.56,63.5,96.86,83.76,87.69,100.0,17.74,58.38
2023-06-05,70.86,62.76,95.69,70.57,86.97,99.49,20.97,59.54
2023-06-06,75.46,63.31,97.07,95.47,90.32,100.0,19.35,62.69
2023-06-07,75.12,61.94,94.83,100.0,90.24,100.0,19.35,59.51
2023-06-08,73.84,63.61,98.45,85.06,91.34,100.0,19.35,59.03
2023-06-09,71.85,63.76,99.13,73.12,90.3,99.32,20.97,56.38
2023-06-12,70.22,66.38,100.0,66.26,84.69,94.89,19.35,59.99
2023-06-13,71.63,68.29,100.0,69.89,86.3,96.4,20.97,59.59
2023-06-14,71.48,68.33,100.0,56.94,89.37,99.14,22.58,64.0
2023-06-15,70.8,71.86,100.0,53.41,86.28,96.81,19.35,67.92
2023-06-16,70.9,70.38,98.09,50.8,90.54,100.0,19.35,67.11
2023-06-20,70.61,68.57,95.63,51.88,88.72,98.73,20.97,69.79
2023-06-21,70.92,66.6,92.91,55.69,91.65,100.0,19.35,70.24
2023-06-22,70.06,67.41,94.82,45.66,92.78,100.0,20.97,68.81
2023-06-23,68.29,64.74,90.87,41.56,90.06,98.06,20.97,71.75
2023-06-26,68.09,63.05,88.57,48.89,86.07,95.1,20.97,73.98
2023-06-27,70.51,66.24,94.41,53.22,88.26,96.97,22.58,71.87
2023-06-28,71.03,65.8,94.23,58.67,89.53,98.1,20.97,69.95
2023-06-29,71.65,66.81,96.54,65.75,88.79,97.7,20.97,64.99
2023-06-30,71.63,70.25,100.0,57.24,88.31,97.52,22.58,65.5
2023-07-03,72.27,70.24,100.0,60.26,88.19,97.59,24.19,65.41
2023-07-05,69.15,69.24,99.0,50.62,85.02,95.36,22.58,62.22
2023-07-06,64.79,66.43,94.99,44.34,78.69,90.76,20.97,57.38
2023-07-07,67.81,65.19,93.55,59.94,81.43,92.99,20.97,60.59
2023-07-10,69.94,65.62,94.76,72.34,80.02,92.11,25.81,58.9
2023-07-11,71.66,67.37,98.14,72.9,80.95,92.95,27.42,61.9
2023-07-12,74.55,69.34,100.0,73.52,87.07,97.7,27.42,66.8
2023-07-13,75.27,71.66,100.0,71.77,86.8,97.44,25.81,73.38
2023-07-14,73.55,71.02,99.5,61.56,89.08,98.43,25.81,69.45
2023-07-17,73.42,71.92,100.0,66.79,88.22,97.92,22.58,66.55
2023-07-18,75.11,73.81,100.0,70.33,88.98,98.58,24.19,69.92
2023-07-19,74.5,74.17,100.0,70.18,86.48,96.89,22.58,71.19
2023-07-20,72.38,71.64,96.88,66.17,85.12,96.05,24.19,66.57
2023-07-21,73.15,71.4,97.03,61.23,89.5,97.48,25.81,69.58
2023-07-24,72.43,72.35,98.88,59.26,87.68,96.35,24.19,68.28
2023-07-25,72.04,72.9,100.0,56.39,87.75,96.53,24.19,66.52
2023-07-26,74.69,72.52,99.93,62.83,93.77,98.98,25.81,68.99
2023-07-27,70.51,70.2,96.97,56.0,86.96,94.52,29.03,59.87
2023-07-28,73.62,72.99,100.0,59.22,92.68,98.47,24.19,67.8
2023-07-31,75.5,83.73,100.0,67.04,90.87,97.37,24.19,65.31
2023-08-01,74.79,85.52,98.79,63.63,89.02,96.27,27.42,62.91
2023-08-02,70.52,84.02,92.53,62.43,77.01,88.38,25.81,63.47
2023-08-03,70.94,82.79,91.4,61.07,77.87,89.0,30.65,63.83
2023-08-04,69.28,82.88,89.04,63.01,71.3,84.69,25.81,68.23
2023-08-07,71.09,86.14,93.03,54.34,78.53,89.55,29.03,67.01
2023-08-08,69.7,84.2,91.15,52.83,77.18,88.75,27.42,66.35
2023-08-09,67.61,81.15,88.02,51.69,77.24,88.86,25.81,60.51
2023-08-10,66.37,80.96,88.13,48.1,77.69,89.26,27.42,53.04
2023-08-11,67.81,80.26,87.66,51.17,83.08,92.95,27.42,52.12
2023-08-14,66.86,82.25,90.19,44.46,82.97,93.02,24.19,50.92
2023-08-15,62.94,77.47,85.07,44.85,73.66,87.03,25.81,46.68
2023-08-16,60.48,74.34,81.75,41.78,71.78,85.86,25.81,42.03
2023-08-17,58.51,71.15,78.4,40.54,65.56,81.8,27.42,44.69
2023-08-18,60.41,70.88,78.33,47.54,68.73,83.96,27.42,46.0
2023-08-21,60.17,73.22,81.3,41.19,69.56,84.58,27.42,43.9
2023-08-22,60.6,71.86,80.1,43.57,70.2,85.17,27.42,45.85
2023-08-23,64.1,75.8,84.89,45.09,75.5,88.78,29.03,49.6
2023-08-24,61.28,70.28,78.99,47.72,68.44,84.33,25.81,53.43
2023-08-25,63.82,72.54,81.89,46.9,76.78,89.88,27.42,51.29
2023-08-28,65.26,74.62,84.62,50.5,79.95,92.07,22.58,52.5
2023-08-29,69.35,79.83,90.97,51.52,83.28,94.37,24.19,61.24
2023-08-30,71.4,80.94,92.68,52.89,86.28,96.46,25.81,64.76
2023-08-31,72.32,79.97,91.97,53.66,87.83,97.59,25.81,69.43
2023-09-01,73.79,80.33,92.77,62.87,90.39,99.34,27.42,63.38
2023-09-05,68.67,78.31,90.9,47.43,84.93,95.98,24.19,58.95
2023-09-06,67.93,75.24,87.8,52.54,82.2,94.37,27.42,55.93
2023-09-07,66.99,73.61,86.38,47.71,82.3,94.56,27.42,56.98
2023-09-08,68.22,73.73,87.01,46.27,85.2,96.6,29.03,59.67
2023-09-11,69.08,75.87,89.97,44.13,85.01,96.75,29.03,62.81
2023-09-12,68.75,73.27,87.44,51.77,82.01,95.18,29.03,62.56
2023-09-13,69.13,73.33,87.99,45.13,86.02,97.92,27.42,66.08
2023-09-14,72.68,76.19,91.71,52.52,89.42,100.0,30.65,68.27
2023-09-15,70.19,71.08,86.3,55.38,83.29,96.47,30.65,68.16
2023-09-18,69.49,71.0,86.62,49.57,81.56,95.7,35.48,66.52
2023-09-19,68.78,69.87,85.67,49.57,80.48,95.3,33.87,66.73
2023-09-20,66.6,65.95,81.54,51.81,73.98,91.55,35.48,65.87
2023-09-21,61.46,59.48,74.41,54.09,59.21,82.81,46.77,53.44
2023-09-22,60.44,58.38,73.43,54.75,60.99,84.05,33.87,57.64
2023-09-25,60.98,59.63,75.14,56.23,62.56,83.81,35.48,54.0
2023-09-26,56.1,53.94,68.83,59.03,50.03,75.71,35.48,49.67
2023-09-27,57.49,53.85,68.93,68.12,54.32,77.86,37.1,42.22
2023-09-28,59.56,55.84,71.42,69.77,59.6,81.47,35.48,43.32
2023-09-29,58.45,54.72,70.26,66.49,58.42,80.73,35.48,43.04
2023-10-02,56.05,54.64,70.3,51.63,57.81,80.36,35.48,42.13
2023-10-03,50.44,49.51,64.47,50.32,44.6,71.46,32.26,40.46
2023-10-04,53.59,52.33,67.86,45.77,51.92,76.38,35.48,45.41
2023-10-05,54.22,51.75,67.31,50.65,52.44,76.75,35.48,45.17
2023-10-06,56.46,55.92,72.28,49.11,58.75,81.02,33.87,44.29
2023-10-09,57.11,58.09,74.97,50.83,57.15,79.99,33.87,44.91
2023-10-10,60.43,59.83,77.2,58.1,61.15,82.74,33.87,50.13
2023-10-11,61.89,61.27,79.05,53.69,66.76,86.59,33.87,51.96
2023-10-12,58.05,58.79,76.35,41.04,63.02,84.13,35.48,47.56
2023-10-13,54.11,56.81,74.03,41.35,46.99,73.35,33.87,52.4
2023-10-16,59.34,60.57,78.59,49.41,59.96,82.0,33.87,50.96
2023-10-17,58.96,60.39,76.63,61.37,55.9,79.25,30.65,48.54
2023-10-18,54.05,55.26,70.28,54.98,47.85,73.76,30.65,45.6
2023-10-19,50.37,52.05,66.32,50.47,34.77,64.82,35.48,48.67
2023-10-20,48.6,47.4,60.48,52.29,33.2,63.55,35.48,47.8
2023-10-23,50.13,46.7,57.2,47.73,41.59,69.04,35.48,53.18
2023-10-24,54.23,49.18,60.73,51.07,50.13,74.78,37.1,56.65
2023-10-25,50.03,43.96,53.72,51.04,42.78,69.78,35.48,53.42
2023-10-26,50.39,39.76,48.02,66.69,40.03,67.77,37.1,53.34
2023-10-27,47.68,38.1,45.74,59.98,36.8,65.35,35.48,52.3
2023-10-30,51.3,42.28,51.43,55.68,46.23,71.59,35.48,56.45
2023-10-31,55.84,44.51,54.53,59.4,55.98,78.19,35.48,62.8
2023-11-01,58.39,48.15,59.6,54.85,63.58,83.39,35.48,63.65
2023-11-02,64.41,54.83,68.8,63.29,70.68,88.36,35.48,69.43
2023-11-03,69.83,58.13,73.46,79.32,75.13,91.43,37.1,74.24
2023-11-06,67.27,58.61,73.47,64.06,75.15,91.51,37.1,70.95
2023-11-07,66.74,59.5,74.94,59.07,75.51,91.84,37.1,69.22
2023-11-08,65.58,59.7,75.47,49.08,77.59,93.32,35.48,68.44
2023-11-09,62.64,56.54,71.25,44.53,72.4,89.87,35.48,68.42
2023-11-10,65.94,62.12,78.44,43.08,79.1,94.46,35.48,68.91
2023-11-13,65.61,61.6,77.98,47.1,75.39,92.05,35.48,69.64
2023-11-14,75.06,68.5,88.43,81.21,78.89,94.51,32.26,81.59
2023-11-15,75.22,68.9,89.32,78.81,78.65,94.42,33.87,82.58
2023-11-16,73.83,69.13,89.98,62.01,77.72,93.85,35.48,88.65
2023-11-17,76.39,69.4,90.7,73.15,80.78,95.98,35.48,89.21
2023-11-20,77.35,71.94,94.84,69.72,83.02,97.58,35.48,88.88
2023-11-21,75.35,70.86,93.7,58.76,83.17,97.83,35.48,87.67
2023-11-22,78.27,72.14,95.99,61.83,85.97,99.88,38.71,93.38
2023-11-24,79.07,72.12,96.32,67.31,88.12,100.0,38.71,90.92
2023-11-27,77.81,71.13,95.22,65.16,86.48,99.07,33.87,93.74
2023-11-28,76.95,71.24,95.77,59.67,86.28,99.07,32.26,94.35
2023-11-29,78.07,70.65,95.24,66.26,84.26,97.9,37.1,95.08
2023-11-30,76.93,71.9,97.37,64.75,84.53,98.14,32.26,89.55
2023-12-01,81.45,73.93,100.0,85.37,86.27,99.31,37.1,88.14
2023-12-04,80.71,71.64,96.94,95.77,83.37,97.49,38.71,81.03
2023-12-05,79.81,71.22,96.62,78.62,84.77,98.42,41.94,87.09
2023-12-06,78.36,69.54,94.42,77.2,83.97,97.94,40.32,85.16
2023-12-07,79.8,72.39,98.89,75.0,83.38,97.58,46.77,84.59
2023-12-08,81.49,73.78,100.0,74.69,87.79,100.0,48.39,85.82
2023-12-11,80.34,75.11,100.0,69.85,85.93,98.87,48.39,84.25
2023-12-12,80.68,76.71,100.0,62.55,89.36,100.0,50.0,86.14
2023-12-13,84.17,81.82,100.0,80.7,88.53,99.52,53.23,85.35
2023-12-14,87.5,82.64,100.0,98.78,86.62,98.37,54.84,91.27
2023-12-15,85.93,82.38,99.96,85.39,87.83,99.16,58.06,88.71
2023-12-18,84.0,83.9,100.0,75.33,86.01,98.05,56.45,88.26
2023-12-19,86.06,85.95,100.0,83.95,86.17,98.17,59.68,88.51
2023-12-20,80.71,79.85,92.89,75.4,78.98,93.44,56.45,87.97
2023-12-21,82.61,83.59,97.81,77.91,79.11,93.52,58.06,88.27
2023-12-22,84.63,83.98,98.61,79.73,82.99,96.06,61.29,89.74
2023-12-26,85.34,85.37,100.0,82.47,83.21,96.23,61.29,88.82
2023-12-27,85.75,85.67,100.0,79.17,86.72,98.52,59.68,90.49
2023-12-28,84.18,85.58,100.0,70.75,86.42,98.36,61.29,86.86
2023-12-29,82.09,84.23,98.61,56.21,86.5,98.44,62.9,87.71
2024-01-02,79.16,81.77,95.85,53.55,81.72,95.37,66.13,79.75
2024-01-03,74.75,78.41,91.95,35.96,76.38,91.92,66.13,82.51
2024-01-04,74.45,76.86,90.29,39.97,75.74,91.55,70.97,75.76
2024-01-05,74.49,77.37,91.17,36.48,80.64,94.75,67.74,73.25
2024-01-08,77.4,82.65,97.86,42.93,82.27,95.86,64.52,75.73
2024-01-09,76.26,81.86,97.11,35.74,84.22,97.17,59.68,78.05
2024-01-10,77.2,83.9,100.0,33.72,84.63,97.46,62.9,77.75
2024-01-11,76.92,83.44,99.65,30.06,86.18,98.48,62.9,77.71
2024-01-12,76.18,83.56,100.0,30.44,84.49,97.42,66.13,71.2
2024-01-16,71.67,81.93,98.08,26.14,77.22,92.74,62.9,62.64
2024-01-17,69.3,79.59,95.19,28.57,71.23,88.84,61.29,60.38
2024-01-18,72.0,82.87,99.69,29.35,75.46,91.55,64.52,60.59
2024-01-19,74.93,87.53,100.0,31.75,80.72,94.95,69.35,60.23
2024-01-22,77.52,88.19,100.0,51.18,81.41,95.41,67.74,58.73
2024-01-23,77.55,89.15,100.0,46.14,85.44,98.03,67.74,56.38
2024-01-24,75.69,89.26,100.0,40.47,81.64,95.61,67.74,55.12
2024-01-25,76.74,91.12,100.0,44.59,79.67,94.34,70.97,56.47
2024-01-26,76.84,90.63,99.69,48.18,80.83,95.12,72.58,50.81
2024-01-29,79.77,93.44,100.0,57.77,78.67,93.72,77.42,57.38
2024-01-30,79.54,92.94,99.72,51.62,80.51,94.91,77.42,59.69
2024-01-31,76.01,86.18,92.33,45.11,73.88,90.65,79.03,64.88
2024-02-01,79.23,90.87,97.97,48.32,76.78,92.58,77.42,70.69
2024-02-02,78.07,94.83,100.0,35.08,76.87,92.7,77.42,69.61
2024-02-05,76.83,93.23,98.57,29.92,77.87,93.44,79.03,65.77
2024-02-06,78.61,93.84,99.6,39.83,81.66,95.94,75.81,63.57
2024-02-07,78.81,96.81,100.0,34.1,83.0,96.88,75.81,65.09
2024-02-08,81.08,96.66,100.0,51.02,83.12,97.05,77.42,62.29
2024-02-09,82.54,98.6,100.0,61.14,82.09,96.47,79.03,60.46
2024-02-12,83.34,97.82,99.59,77.73,75.59,92.37,80.65,59.63
2024-02-13,74.98,91.84,93.73,52.23,63.24,84.5,82.26,57.09
2024-02-14,81.44,95.29,97.78,66.76,72.63,90.53,83.87,63.23
2024-02-15,84.9,97.19,100.0,82.6,74.89,92.04,82.26,65.31
2024-02-16,82.04,94.77,97.94,74.63,73.22,91.1,82.26,60.39
2024-02-20,76.31,91.91,95.38,58.42,65.46,86.26,79.03,57.7
2024-02-21,75.14,92.0,95.92,52.34,65.89,86.59,75.81,57.43
2024-02-22,76.52,100.0,100.0,35.21,70.97,89.87,77.42,62.15
2024-02-23,78.37,99.63,100.0,38.73,76.0,93.11,79.03,62.08
2024-02-26,79.5,97.6,98.44,51.22,75.9,93.15,79.03,61.16
2024-02-27,81.26,97.83,99.14,63.81,77.82,94.42,79.03,56.76
2024-02-28,79.21,96.75,98.46,55.53,75.08,92.74,79.03,56.87
2024-02-29,80.38,98.47,100.0,56.9,77.9,94.54,77.42,57.43
2024-03-01,80.94,100.0,100.0,58.65,79.77,95.73,77.42,55.03
2024-03-04,80.33,99.08,99.52,57.65,77.28,94.18,75.81,58.84
2024-03-05,79.71,94.52,95.44,56.82,70.99,90.2,83.87,66.13
2024-03-06,79.23,96.14,97.48,57.78,70.76,90.03,77.42,65.0
2024-03-07,79.91,99.81,100.0,54.14,71.15,90.28,77.42,66.6
2024-03-08,79.57,96.68,97.41,59.37,69.2,89.05,77.42,67.84
2024-03-11,77.22,95.78,96.97,50.37,66.14,87.08,77.42,66.78
2024-03-12,78.47,99.81,100.0,37.91,75.16,92.74,77.42,66.24
2024-03-13,80.14,98.53,99.22,44.82,75.72,93.11,77.42,72.18
2024-03-14,75.18,96.92,98.07,27.55,71.52,90.44,77.42,64.32
2024-03-15,75.95,93.83,95.38,42.03,71.54,90.4,77.42,61.03
2024-03-18,74.51,95.89,97.95,28.76,72.09,90.73,72.58,63.6
2024-03-19,77.11,97.66,100.0,31.7,75.41,92.82,75.81,66.4
2024-03-20,81.65,100.0,100.0,45.62,80.45,96.02,79.03,70.44
2024-03-21,82.79,100.0,100.0,55.21,81.13,96.51,79.03,67.64
2024-03-22,80.38,98.8,99.43,42.56,80.01,95.94,79.03,66.85
2024-03-25,80.78,96.97,98.16,48.22,78.97,95.41,80.65,67.11
2024-03-26,80.31,95.22,97.01,49.6,78.47,95.2,79.03,67.66
2024-03-27,84.01,98.0,100.0,63.47,81.22,97.09,79.03,69.28
2024-03-28,83.86,97.79,100.0,65.6,79.45,96.14,80.65,67.4
2024-04-01,79.64,96.34,99.12,54.56,75.03,93.52,80.65,58.27
2024-04-02,75.1,92.82,95.95,42.38,68.51,89.58,79.03,57.44
2024-04-03,76.44,92.6,96.42,48.12,70.2,90.73,80.65,56.39
2024-04-04,71.46,87.12,91.06,50.08,56.55,82.44,79.03,53.97
2024-04-05,72.19,90.83,95.83,43.21,58.53,83.76,82.26,50.88
2024-04-08,74.15,90.09,95.66,49.94,63.96,87.2,82.26,49.95
2024-04-09,75.79,90.08,96.29,52.09,65.23,88.06,85.48,53.28
2024-04-10,69.38,85.83,92.18,34.92,59.62,84.7,83.87,44.52
2024-04-11,72.37,88.2,95.39,36.7,65.47,88.35,85.48,46.98
2024-04-12,66.51,81.99,89.07,33.66,49.43,78.51,80.65,52.29
2024-04-15,61.67,76.88,83.93,34.42,36.73,70.63,82.26,46.81
2024-04-16,62.3,75.67,83.07,34.68,42.23,74.04,80.65,45.77
2024-04-17,61.5,73.06,80.63,32.79,43.57,74.82,80.65,45.02
2024-04-18,61.62,71.8,79.7,35.31,44.99,75.68,83.87,40.0
2024-04-19,60.99,68.08,76.04,49.89,40.19,72.76,80.65,39.28
2024-04-22,64.74,70.84,79.66,51.91,51.78,80.02,80.65,38.34
2024-04-23,69.51,74.79,84.66,58.41,59.82,85.15,80.65,43.06
2024-04-24,68.18,74.35,84.75,53.5,57.67,84.0,82.26,40.7
2024-04-25,67.24,72.08,82.82,50.57,61.52,86.46,82.26,34.97
2024-04-26,69.12,75.32,87.06,51.2,63.53,87.86,80.65,38.22
2024-04-29,71.65,75.9,88.42,55.46,65.64,89.34,80.65,46.16
2024-04-30,67.18,69.39,81.67,49.44,58.62,85.32,82.26,43.57
2024-05-01,68.25,67.6,80.22,56.93,60.14,86.38,80.65,45.83
2024-05-02,72.14,70.49,84.06,65.81,64.81,89.29,82.26,48.29
2024-05-03,75.4,74.69,89.39,60.64,72.8,94.18,82.26,53.81
2024-05-06,77.33,78.09,93.57,61.26,72.69,94.18,83.87,57.63
2024-05-07,77.49,78.09,94.18,60.29,74.39,95.24,83.87,56.4
2024-05-08,77.92,77.58,94.17,53.84,75.88,96.19,83.87,63.91
2024-05-09,79.91,79.0,96.48,57.41,77.92,97.46,85.48,65.6
2024-05-10,78.27,79.09,97.23,47.3,78.79,98.03,83.87,63.6
2024-05-13,78.03,78.5,97.12,49.07,71.44,93.72,85.48,70.85
2024-05-14,80.08,79.83,99.33,56.16,72.64,94.46,83.87,74.28
2024-05-15,82.81,83.81,100.0,54.78,79.25,98.44,85.48,77.87
2024-05-16,82.18,82.51,99.07,49.43,79.37,98.56,87.1,79.2
2024-05-17,82.05,82.46,99.59,47.81,82.25,100.0,83.87,78.35
2024-05-20,81.96,82.32,100.0,50.42,81.04,99.35,83.87,76.7
2024-05-21,81.67,82.8,100.0,45.37,82.96,100.0,85.48,75.07
2024-05-22,80.41,81.28,98.81,40.26,79.91,98.25,88.71,75.68
2024-05-23,77.56,78.0,95.56,32.29,76.54,96.3,88.71,75.56
2024-05-24,80.3,80.21,98.61,38.42,82.35,99.72,88.71,74.09
2024-05-28,78.22,79.84,98.72,38.35,75.47,95.69,90.32,69.15
2024-05-29,74.18,76.58,95.48,32.07,66.07,90.16,88.71,70.18
2024-05-30,76.04,73.89,92.86,51.93,64.85,89.39,90.32,69.06
2024-05-31,79.16,76.49,96.35,50.19,75.64,95.69,90.32,69.45
2024-06-03,77.48,76.5,96.84,43.64,74.32,94.92,87.1,69.05
2024-06-04,75.83,76.63,97.5,29.66,74.0,94.71,88.71,69.59
2024-06-05,78.38,80.66,100.0,35.88,77.67,96.87,85.48,72.1
2024-06-06,78.52,80.09,99.91,30.91,78.0,97.07,90.32,73.35
2024-06-07,76.21,79.2,99.43,23.24,80.47,98.54,87.1,65.45
2024-06-10,76.48,79.73,100.0,27.5,76.83,96.42,88.71,66.17
2024-06-11,76.5,80.31,100.0,24.6,76.09,95.97,90.32,68.17
2024-06-12,79.74,83.1,100.0,37.2,81.71,99.27,85.48,71.44
2024-06-13,78.25,83.56,100.0,27.81,82.4,99.67,85.48,68.83
2024-06-14,75.7,82.98,99.84,15.08,77.4,96.75,87.1,70.78
2024-06-17,76.87,85.48,100.0,21.4,76.79,96.38,87.1,70.96
2024-06-18,78.95,86.0,100.0,25.7,79.93,98.21,88.71,74.07
2024-06-20,77.11,84.58,98.99,29.04,73.14,94.23,88.71,71.09
2024-06-21,78.33,83.51,98.36,37.57,73.73,94.55,88.71,71.87
2024-06-24,78.97,81.9,97.14,48.71,72.81,94.02,83.87,74.33
2024-06-25,79.04,82.98,98.71,41.62,76.18,96.01,83.87,73.91
2024-06-26,79.65,83.16,99.33,40.34,78.17,97.19,85.48,73.88
2024-06-27,82.71,83.09,99.7,52.98,80.3,98.45,85.48,78.96
2024-06-28,82.33,81.1,98.06,63.28,78.9,97.64,82.26,75.04
2024-07-01,80.32,81.7,99.13,50.64,80.42,98.54,83.87,67.94
2024-07-02,80.07,83.63,100.0,47.27,81.73,99.31,82.26,66.29
2024-07-03,80.02,85.1,100.0,45.03,81.26,99.06,82.26,67.43
2024-07-05,78.38,86.68,100.0,36.08,78.46,97.48,82.26,67.71
2024-07-08,80.0,86.55,100.0,44.76,79.14,97.93,83.87,67.73
2024-07-09,79.68,86.35,100.0,41.35,78.12,97.36,82.26,72.31
2024-07-10,80.62,89.79,100.0,44.91,75.73,95.97,82.26,75.67
2024-07-11,86.24,85.86,96.74,94.83,75.25,95.69,80.65,74.64
2024-07-12,87.19,87.5,98.78,95.4,78.45,97.56,82.26,70.41
2024-07-15,86.54,88.1,99.82,100.0,73.87,94.88,82.26,66.86
2024-07-16,87.33,90.06,100.0,100.0,73.41,94.59,83.87,69.4
2024-07-17,82.82,84.06,94.91,94.11,64.43,89.35,83.87,69.05
2024-07-18,75.97,80.57,92.09,77.22,54.37,83.45,80.65,63.42
2024-07-19,73.33,77.44,89.53,72.06,50.41,81.05,80.65,62.17
2024-07-22,77.55,81.13,93.37,71.63,61.73,87.6,83.87,63.49
2024-07-23,78.36,80.12,92.81,75.99,63.15,88.37,83.87,64.19
2024-07-24,69.07,70.91,84.51,71.29,40.43,74.87,83.87,57.6
2024-07-25,69.6,68.69,82.71,80.29,37.9,73.16,83.87,60.59
2024-07-26,73.76,72.5,86.57,77.72,52.41,81.58,82.26,63.27
2024-07-29,71.62,72.5,86.86,60.96,51.18,80.72,82.26,66.87
2024-07-30,70.4,70.34,85.11,63.25,43.95,76.29,82.26,71.6
2024-07-31,72.03,75.86,90.65,49.18,53.29,81.7,80.65,72.92
2024-08-01,64.8,70.35,85.77,32.23,38.28,72.63,82.26,72.04
2024-08-02,53.46,63.25,79.31,17.64,6.26,53.11,82.26,72.37
2024-08-05,40.38,52.1,68.97,16.41,0.0,0.0,77.42,67.75
2024-08-06,53.66,55.64,72.44,19.83,38.44,40.66,82.26,66.36
2024-08-07,51.14,52.74,69.82,15.9,38.73,40.13,80.65,59.99
2024-08-08,58.13,60.79,77.55,18.93,53.08,55.34,80.65,60.54
2024-08-09,61.86,62.31,79.16,15.37,64.98,68.14,80.65,62.38
2024-08-12,61.57,62.15,79.17,10.16,64.13,66.87,83.87,64.65
2024-08-13,66.02,68.05,84.98,12.72,72.99,76.56,80.65,66.22
2024-08-14,67.94,69.22,86.32,8.23,79.48,83.79,79.03,69.49
2024-08-15,72.25,74.94,92.0,18.95,82.73,87.38,79.03,70.73
2024-08-16,73.73,75.38,92.71,22.1,84.2,88.99,77.42,75.28
2024-08-19,75.83,78.7,96.2,25.85,84.71,89.55,79.03,76.78
2024-08-20,73.31,77.59,95.48,19.26,80.6,84.95,77.42,77.85
2024-08-21,75.83,78.9,97.01,29.19,79.32,83.49,77.42,85.48
